candidate_id,dimension,bucket,games,margin_mae,margin_bias,total_mae,total_bias
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season,2022,271,8.860176802193092,-0.19782231854095372,10.814397654828209,-0.9294324674056318
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season,2023,272,10.443658222897026,0.8570843339505049,10.559089214425725,1.486109482447943
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season,2024,272,10.33993204319243,-0.4946710041269808,9.788821368571247,0.9412178768170376
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season_segment,weeks_1_4,192,10.17333589580143,-0.7471642075778783,10.033976157652619,0.2964579627605885
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season_segment,weeks_5_9,218,9.889387996654289,0.2944726982875251,9.95539803857291,0.5742600236041139
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season_segment,weeks_10_14,214,9.116604610198458,-0.5241192652332982,10.210501696107105,0.7665312453757085
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,season_segment,weeks_15_plus,191,10.440439811118747,1.2376365433277388,11.431863274285359,0.325709646843022
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,favorite_size_abs,0-3,205,9.447821224776137,-0.9684903507245113,9.60566363153559,-1.4202819253387133
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,favorite_size_abs,3-7,417,9.846322852334367,-0.1893164305448708,11.022093182958855,1.0433489386869583
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,favorite_size_abs,7-10,112,10.369774372972241,-0.08188259189746537,9.991096400253282,1.678407593423907
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,favorite_size_abs,10-14,54,10.833374249821619,4.23499906508064,10.155546017894606,1.2908626610888845
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,favorite_size_abs,14+,27,9.81879800018011,3.812331540788802,8.613231832603926,0.24999615380910634
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,model_market_disagreement,<2,338,9.885742005445762,1.0773395499661065,10.070309921059895,1.0786490927749706
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,model_market_disagreement,2-4,283,9.571320629344374,-0.5483065350887832,10.547100936266528,0.156904369101469
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,model_market_disagreement,4-6,120,9.806598124434181,-0.5019279290795902,11.114965422969668,-0.07957761362273104
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,model_market_disagreement,6-8,49,10.791038151558377,-1.6861332761082202,9.722685319814515,1.6462702976209584
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,model_market_disagreement,8+,25,11.945091418682875,-0.8460623620865839,10.661267732987106,-2.869936708368256
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,market_total,<42,262,10.034044105413807,0.6305888225827954,10.720199239302438,-1.1463753140926258
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,market_total,42-45,227,10.092782015323051,-0.41590857964093436,9.438705639705407,-0.10441556750587254
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,market_total,45-48,183,10.538645052785599,0.9854587895937991,10.375140142491247,2.704856932750195
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,market_total,48+,143,8.43140802807095,-1.441786049275981,11.296534377953538,1.6602845487829654
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,home_away,home_oriented_prediction,815,9.882508546957865,0.05517371458576695,10.386912200041253,0.5010513411695076
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,realized_blowout,abs_margin_ge_14,266,19.22361452509675,3.128020731052594,9.605677002398448,1.01186310034778
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,realized_blowout,abs_margin_ge_21,127,24.102368265092466,7.210240154356728,9.911500512780645,3.0036242092583962
A0-DYNAMIC-OPPONENT-ADJUSTED-JOINT-SCORE-V1,realized_blowout,abs_margin_ge_28,50,29.569040094342895,10.91120151886661,10.863366239961657,5.779977945052227
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season,2022,271,9.585114391143911,0.6249527675276753,11.83531512915129,-4.917525461254613
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season,2023,272,10.667295588235293,1.3143727941176468,11.49186544117647,-4.12669705882353
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season,2024,272,10.384791544117647,0.1641768382352942,10.587998897058824,-3.557971691176471
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season_segment,weeks_1_4,192,10.357519791666666,0.018124999999999652,11.005573958333335,-4.128732291666667
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season_segment,weeks_5_9,218,10.359137155963303,0.9694784403669724,10.974786697247705,-4.132561926605503
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season_segment,weeks_10_14,214,9.260626168224299,-0.0024457943925232923,11.017589719626166,-3.9928093457943925
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,season_segment,weeks_15_plus,191,10.96871204188482,1.8702869109947649,12.302385340314139,-4.580120418848169
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,favorite_size_abs,0-3,205,9.644391707317073,-0.25421902439024396,11.078695121951219,-6.119977073170731
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,favorite_size_abs,3-7,417,10.22519424460432,0.32172757793764994,11.85929304556355,-3.650756834532374
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,favorite_size_abs,7-10,112,10.506433928571427,0.5871625,10.780201785714285,-3.270619642857144
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,favorite_size_abs,10-14,54,11.71182962962963,5.282414814814814,10.167996296296296,-2.878262962962962
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,favorite_size_abs,14+,27,10.132148148148147,5.1285037037037045,8.89560740740741,-4.599362962962964
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,model_market_disagreement,<2,274,9.722342335766424,-0.27118175182481763,10.384181751824817,-4.618365693430657
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,model_market_disagreement,2-4,245,9.886697551020408,0.8931130612244895,12.177651020408165,-3.7600755102040817
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,model_market_disagreement,4-6,152,9.786801315789475,0.32737499999999986,11.709167105263157,-4.134731578947369
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,model_market_disagreement,6-8,80,11.949115,4.6850525,10.97935,-1.8051099999999998
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,model_market_disagreement,8+,64,12.407,0.038337500000000024,11.346278125000001,-7.239696875000001
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,market_total,<42,262,10.453100763358778,1.3100335877862592,12.185263358778627,-5.928006106870229
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,market_total,42-45,227,10.33401850220264,0.2697383259911894,10.608222026431719,-4.711142731277533
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,market_total,45-48,183,10.859415846994535,1.7261000000000002,10.309409289617486,-1.8707306010928964
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,market_total,48+,143,8.754727272727273,-1.0406153846153845,12.068994405594404,-3.2025776223776226
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,home_away,home_oriented_prediction,815,10.21317018404908,0.7012609815950921,11.30440920245399,-4.199851901840492
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,realized_blowout,abs_margin_ge_14,266,19.083940225563907,3.723943984962406,10.460278571428573,-3.824212406015038
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,realized_blowout,abs_margin_ge_21,127,23.92572283464567,7.816636220472441,10.161122834645672,-1.5288110236220476
B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,realized_blowout,abs_margin_ge_28,50,29.464678,11.248366,10.026634,0.9126739999999992
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season,2022,271,8.773880327578729,0.8317804496170028,10.420642262920595,-0.5261879082612674
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season,2023,272,9.943609921951056,1.3771678006259354,10.242470322166586,0.3692472608419103
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season,2024,272,9.59693466269437,0.4816867014460668,9.75084046151282,1.33735675029312
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season_segment,weeks_1_4,192,10.039706423314955,0.09841417741185159,10.079866602633551,-0.6624033300854144
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season_segment,weeks_5_9,218,9.3442398654958,1.1567328918905377,9.892554536235071,-0.13629826007955237
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season_segment,weeks_10_14,214,8.64120833176653,0.3976605977950106,9.957780620210215,0.8450819380384278
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,season_segment,weeks_15_plus,191,9.836980046307845,1.9626087224421334,10.676954225562332,1.558357556143682
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,favorite_size_abs,0-3,205,9.245950852402157,0.2941828788040652,9.585505189260475,-1.6718089395598554
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,favorite_size_abs,3-7,417,9.312373011913756,0.934607969675014,10.679482758331082,0.8296108249157724
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,favorite_size_abs,7-10,112,9.73647016081558,0.6349935860047056,9.920309121084037,1.8051194541945337
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,favorite_size_abs,10-14,54,10.712591409534715,3.4640423247200176,9.537988838745735,1.479926965388055
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,favorite_size_abs,14+,27,9.07798633187754,0.8446053975211208,8.062062723560699,1.3438167225583484
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,model_market_disagreement,<2,815,9.43895668195999,0.8969581919138556,10.13763752934022,0.39460045139868066
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,market_total,<42,262,9.736913385196786,1.4119382975931645,10.297385157180647,0.844259758271499
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,market_total,42-45,227,9.67034925679387,0.5379256593910449,9.226087415898666,-0.19637919341402316
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,market_total,45-48,183,9.965381435560397,1.6487461024552805,10.187528451112273,1.5753781432433283
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,market_total,48+,143,7.852058076056451,-0.4387172656692331,11.228112764114726,-1.0021874971031732
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,home_away,home_oriented_prediction,815,9.43895668195999,0.8969581919138556,10.13763752934022,0.39460045139868066
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,realized_blowout,abs_margin_ge_14,266,17.776817632546432,3.734890305185787,9.444162604807065,1.1142623956065107
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,realized_blowout,abs_margin_ge_21,127,22.47865182559788,7.633664985022567,9.74901735798975,3.0724537601866824
C0-MARKET-RESIDUAL-MARGIN-TOTAL-V1,realized_blowout,abs_margin_ge_28,50,27.313805121057776,10.820460451825218,10.046547964919926,5.80589439531212
